#cfo preamble_symbols=7 cfo_int=0 cfo_frac=1.09543e-08 sfo_slope=0
#index best_bin second_bin corrected_bin best_mag second_mag delta
599 333 330 333 121859 121352 -0.0521475
600 332 331 332 214566 212805 -0.490894
601 107 106 107 216549 211237 -0.473372
602 221 222 221 213573 212996 0.496976
603 507 898 507 213507 212676 0.493644
604 899 896 899 95562.2 95501.2 -0.372579
605 400 401 400 213826 212523 0.493196
606 727 726 727 214334 210155 -0.478524
607 728 725 728 133470 132170 0.00836026
608 158 159 158 213060 211745 0.493134
609 312 313 312 216687 209063 0.462049
610 216 217 216 214850 212314 0.486914
611 16 17 16 213915 213724 0.499002
612 516 515 516 213352 210963 -0.487537
613 515 516 516 424973 424972 0.499997
614 512 511 512 223020 219490 -0.482095
615 511 768 511 213138 212754 0.495159
616 0 1023 0 213134 211458 -0.49126
617 703 1023 703 212742 212739 0.494287
618 607 608 607 213514 211396 0.489052
619 528 527 528 218418 206678 -0.44295
620 528 527 528 192797 192795 -0.499983
621 572 578 572 6.76908e-07 6.71276e-07 0.0111239
622 461 444 461 5.93742e-07 5.90026e-07 0
623 858 964 858 9.84132e-07 6.80996e-07 -0.019994
624 834 923 834 6.67409e-07 4.98697e-07 -0.00354471
625 629 633 629 7.70543e-07 6.99747e-07 0
626 317 95 317 8.11964e-07 7.93686e-07 -0.00665768
627 172 165 172 6.71398e-07 6.2639e-07 -0.05161
628 546 768 546 8.10958e-07 6.21315e-07 0.135438
629 482 657 482 7.0009e-07 6.94373e-07 0
630 956 52 956 6.59727e-07 6.34888e-07 0.0487129
631 786 778 786 7.32602e-07 7.0352e-07 -0.0149874
632 964 1004 964 7.81337e-07 6.60727e-07 0.0305206
633 136 113 136 9.06239e-07 7.19605e-07 3.58165e-05
634 978 919 978 6.7333e-07 6.1993e-07 0.0182667
635 708 437 708 6.88731e-07 6.6345e-07 0.00112044
636 730 835 730 1.01399e-06 7.44808e-07 -0.0072944
637 783 927 783 7.35073e-07 7.20029e-07 0.00575573
638 58 753 58 7.42929e-07 6.70962e-07 0.0242375
639 599 462 599 7.84886e-07 5.68149e-07 -0.0102126
640 511 512 511 211835 211832 0.499985
641 512 511 512 424972 424972 -0.499999
642 512 512 512 424972 424972 -0.5
643 512 512 512 424972 424972 -0.5
644 511 512 512 424972 424972 0.499999
645 512 511 512 424972 424972 -0.499999
646 512 512 512 424972 424972 -0.5
647 512 511 512 424972 424972 -0.499999
648 512 519 512 213415 213414 -0.499048
649 527 528 527 226316 220753 0.473579
650 527 528 527 208594 202860 0.469372
651 543 480 543 1683.92 1683.89 0.0408815
652 912 913 912 71225.9 57097.6 0.236281
653 912 913 912 270106 268912 0.495304
654 631 634 631 174641 174196 0.433883
655 288 289 288 334675 332577 0.493759
656 845 844 845 224695 223687 -0.493931
657 752 753 752 181495 181372 0.497508
658 509 508 509 188605 187432 -0.483693
659 308 309 308 316512 315169 0.495764
660 509 508 509 191287 187764 -0.454811
661 422 423 422 233116 232193 0.49497
662 736 737 736 176738 176295 0.487294
663 396 397 396 250309 246686 0.483594
664 75 76 75 363141 363116 0.49993
665 875 874 875 244683 241084 -0.482839
666 989 990 989 332669 332289 0.498859
667 251 252 251 363523 363207 0.499115
668 643 640 643 174279 173750 -0.43808
669 144 145 145 363172 363171 0.499997
670 673 676 673 171069 169450 0.457558
671 470 471 470 205983 204793 0.489998
672 926 927 926 281859 278104 0.486349
673 56 57 56 363966 363315 0.49818
674 984 985 984 328243 327161 0.496711
675 785 784 785 195615 191568 -0.457512
676 745 744 745 178948 178940 -0.499801
677 260 259 260 424977 424968 -0.499974
678 260 259 260 360251 359786 -0.498678
679 255 256 255 363656 362087 0.49562
680 511 512 511 187475 186433 0.484723
681 767 768 767 187196 186630 0.491518
682 448 447 448 217697 215897 -0.487995
683 352 351 352 281603 280168 -0.494735
684 272 271 272 348649 348643 -0.499984
685 822 874 822 9.00822e-07 5.86096e-07 -0.104507
686 416 1002 416 7.60953e-07 6.99351e-07 -0.0118195
687 14 995 14 6.83087e-07 6.35173e-07 0.0420878
688 188 797 188 6.31269e-07 5.82757e-07 0
689 327 831 327 6.91045e-07 6.60941e-07 0.0322436
690 36 608 36 4.91686e-07 4.72156e-07 0
691 693 384 693 6.32366e-07 5.7838e-07 -0.109209
692 531 875 531 7.00776e-07 6.59603e-07 0.0633234
693 378 910 378 8.36142e-07 6.10917e-07 0.00142823
694 691 425 691 7.61406e-07 6.62134e-07 0.00512833
695 988 571 988 8.23611e-07 7.59641e-07 0.0202179
696 314 161 314 6.84917e-07 6.2192e-07 -0.00174739
697 716 873 716 7.49145e-07 6.77602e-07 -0.0670429
698 197 697 197 7.87071e-07 7.8378e-07 0.0506372
699 271 105 271 7.66037e-07 7.33044e-07 0.00631462
700 274 153 274 8.57114e-07 6.27617e-07 0.0061273
701 176 248 176 1.03609e-06 6.61297e-07 0.143842
702 948 692 948 7.49702e-07 7.2239e-07 -0.0435157
703 684 929 684 7.81697e-07 6.84811e-07 0.0501475
704 255 256 255 61775.7 61775.4 0.499988
705 256 255 256 424977 424967 -0.499972
706 256 255 256 424977 424967 -0.499972
707 256 255 256 424978 424967 -0.499971
708 256 255 256 424977 424968 -0.499975
709 256 255 256 424978 424967 -0.499971
710 256 255 256 424977 424967 -0.499972
711 256 255 256 424978 424967 -0.499971
712 256 255 256 362989 362975 -0.499961
713 263 264 263 356070 355163 0.497417
714 271 272 271 357532 342170 0.458387
715 287 224 287 1683.91 1683.88 0.0408971
716 224 287 224 1683.9 1683.89 -0.04089
717 656 657 656 425096 424712 0.498986
718 377 376 377 424962 424157 -0.497876
719 33 32 33 426039 423775 -0.494054
720 589 588 589 423832 423240 -0.49843
721 497 496 497 424937 424905 -0.499913
722 253 252 253 425372 424086 -0.496612
723 53 52 53 425678 424191 -0.496086
724 252 253 252 425333 424278 0.49722
725 167 166 167 425250 424650 -0.498417
726 480 481 480 424515 424315 0.499469
727 141 140 141 425727 423678 -0.494617
728 844 843 844 424829 422992 -0.495167
729 618 619 618 424960 424420 0.498573
730 734 733 734 425188 424631 -0.498529
731 1020 1019 1020 425969 423964 -0.49473
732 386 385 386 423785 422868 -0.497573
733 913 912 913 425740 423294 -0.493582
734 419 418 419 424164 423422 -0.498036
735 215 214 215 425433 424210 -0.496777
736 671 670 671 424616 423421 -0.496848
737 825 824 825 425371 424409 -0.497463
738 728 729 728 425165 424691 0.498748
739 528 529 528 424771 424699 0.499811
740 489 488 489 424978 424947 -0.499919
741 4 3 4 426261 423662 -0.493184
742 4 4 4 424972 424972 -0.5
743 0 1023 0 424987 424957 -0.499919
744 256 255 256 424058 422750 -0.496549
745 512 511 512 424593 424588 -0.499988
746 192 191 192 425557 423747 -0.495242
747 96 95 96 425325 424587 -0.498052
748 16 15 16 425288 424653 -0.498323
749 84 523 84 1.00176 1.00157 0.0889859
750 312 812 312 6.92398e-07 6.71794e-07 0.00152818
751 677 9 677 1.23135e-06 6.27766e-07 0.000783913
752 795 641 795 6.0004e-07 5.55465e-07 0.0348291
753 281 109 281 6.58256e-07 6.43525e-07 0
754 324 364 324 6.9707e-07 5.69171e-07 -0.0779524
755 737 217 737 7.06691e-07 6.96899e-07 -0.0310822
756 869 188 869 9.7819e-07 9.6383e-07 -0.00184514
757 827 946 827 8.18039e-07 7.38146e-07 0.033887
758 73 841 73 8.42006e-07 7.3151e-07 0.0819121
759 371 670 371 9.39175e-07 7.44019e-07 -0.00204863
760 550 142 550 7.94197e-07 7.17212e-07 -0.0493892
761 499 878 499 7.58715e-07 6.97814e-07 0.00396696
762 1017 418 1017 7.77707e-07 6.74034e-07 0.0309428
763 652 414 652 8.28235e-07 6.07862e-07 0.00100825
764 0 780 0 8.59017e-07 8.09905e-07 -0.0259265
765 182 417 182 5.83395e-07 5.72378e-07 0.0457342
766 240 599 240 5.86347e-07 5.81511e-07 0
767 229 673 229 8.22522e-07 5.83584e-07 -0.0161632
768 158 658 158 6.38015e-07 6.06395e-07 0
769 1023 0 0 424971 424971 0.5
770 1023 0 0 424972 424972 0.499999
771 1023 0 0 424972 424972 0.5
772 1023 0 0 424972 424972 0.5
773 0 1023 0 424972 424972 -0.499999
774 1023 0 0 424972 424972 0.499999
775 1023 0 0 424973 424972 0.499999
776 0 1023 0 424972 424972 -0.5
777 8 7 8 424949 424883 -0.499825
778 15 16 15 425003 424942 0.499837
779 992 31 992 1687.76 1679.96 -0.0409313
780 992 31 992 1683.91 1683.84 -0.0408867
781 402 399 402 176096 173218 -0.415307
782 121 120 121 262777 261628 -0.495252
783 801 800 801 363013 361083 -0.494613
784 331 334 331 166066 165466 0.491281
785 240 241 240 193450 192013 0.483455
786 1021 1020 1021 362690 361187 -0.495795
787 821 820 821 365216 359312 -0.483789
788 1020 1021 1020 365558 360539 0.486187
789 935 934 935 360344 359926 -0.498821
790 224 225 224 200556 200256 0.497124
791 909 908 909 363000 361086 -0.494656
792 588 587 588 221941 221932 -0.499945
793 361 364 361 173394 173310 0.437216
794 478 477 478 174488 172763 -0.446899
795 764 763 764 358872 357693 -0.496675
796 129 130 129 255811 255749 0.499728
797 657 656 657 269711 268607 -0.495647
798 162 163 162 233912 233528 0.497939
799 983 982 983 362549 361256 -0.496381
800 413 416 413 173144 171686 0.435229
801 569 568 569 212622 210160 -0.482222
802 472 473 472 174964 172953 0.436918
803 272 273 272 180621 180447 0.496386
804 232 233 232 198197 194226 0.461187
805 772 771 772 363151 361858 -0.496383
806 771 772 772 424978 424967 0.499972
807 768 767 768 368634 366358 -0.493449
808 0 1023 0 363385 361818 -0.495624
809 256 255 256 186826 185027 -0.473995
810 960 959 960 362941 361099 -0.494855
811 863 864 863 363279 362153 0.496849
812 784 783 784 372081 353598 -0.451702
813 784 783 784 48780.2 48779.8 -0.499969
814 198 331 198 6.63095e-07 5.66458e-07 -0.0148621
815 306 497 306 6.52967e-07 5.25908e-07 0
816 887 290 887 8.80791e-07 7.5559e-07 0.00274391
817 576 265 576 6.8751e-07 6.78433e-07 -0.0486762
818 613 650 613 7.75574e-07 6.58978e-07 0.0294082
819 487 436 487 7.68047e-07 7.5993e-07 -0.00191542
820 538 665 538 7.10355e-07 6.42629e-07 -0.0023234
821 1023 1017 1023 6.75935e-07 6.73214e-07 0.0331283
822 101 231 101 1.19416e-06 9.37084e-07 -0.033863
823 207 788 207 6.89297e-07 5.03428e-07 -0.0170469
824 227 127 227 7.97302e-07 6.53322e-07 0.0585607
825 985 954 985 5.8817e-07 5.39618e-07 0
826 125 779 125 8.14957e-07 7.99999e-07 -0.00862625
827 596 887 596 7.85978e-07 6.51831e-07 -0.0162114
828 348 478 348 7.57133e-07 7.37495e-07 0.0711148
829 810 556 810 7.09235e-07 6.35001e-07 -0.0511284
830 328 861 328 6.74346e-07 6.33916e-07 0
831 149 42 149 8.06372e-07 5.58188e-07 -0.0268769
832 10 866 10 7.13497e-07 6.4451e-07 -0.0184935
833 767 768 768 362278 362271 0.499982
834 767 768 768 424977 424967 0.499973
835 767 768 768 424978 424966 0.49997
836 767 768 768 424978 424967 0.499972
837 767 768 768 424978 424967 0.499972
838 767 768 768 424977 424967 0.499974
839 767 768 768 424977 424967 0.499972
840 767 768 768 424978 424967 0.499972
841 775 776 775 362989 362976 0.499963
842 783 784 783 374135 366273 0.478739
843 784 783 784 56342.1 52201.5 -0.379566
844 736 799 736 1683.89 1683.83 -0.0409008
845 146 143 146 104161 90147.8 -0.153994
846 144 145 144 214060 213071 0.494837
847 545 544 545 213237 211695 -0.49194
848 545 544 545 172915 172581 -0.497503
849 76 77 76 213959 213583 0.498031
850 765 764 765 213313 210502 -0.485353
851 565 564 565 214514 210258 -0.47821
852 764 765 764 214662 211591 0.484185
853 679 678 679 214815 210246 -0.476568
854 993 992 993 212517 212487 -0.49984
855 653 652 653 213229 212407 -0.495684
856 333 330 333 121859 121352 -0.052148
857 332 331 332 214566 212805 -0.490894
858 107 106 107 216549 211238 -0.473375
859 221 222 221 213573 212996 0.496976
860 507 898 507 213507 212676 0.493645
861 899 896 899 95562.3 95501.3 -0.372575
862 400 401 400 213826 212524 0.4932
863 727 726 727 214334 210154 -0.47852
864 728 725 728 133470 132170 0.00836116
865 158 159 158 213061 211746 0.493134
866 312 313 312 216687 209063 0.462049
867 216 217 216 214851 212314 0.486912
868 16 17 16 213915 213724 0.499003
869 516 515 516 213352 210963 -0.487538
870 516 516 516 424972 424972 -0.5
871 512 511 512 223020 219490 -0.482092
872 511 768 511 213138 212754 0.49516
873 0 1023 0 213134 211458 -0.491258
874 703 1023 703 212742 212739 0.494289
875 607 608 607 213515 211395 0.48905
876 528 527 528 218418 206677 -0.442947
877 528 527 528 192798 192795 -0.499983
878 408 768 408 7.50672e-07 7.45958e-07 -0.0262165
879 158 555 158 1.06153e-06 5.59305e-07 0.100838
880 850 51 850 7.56219e-07 6.65467e-07 -0.00145343
881 680 521 680 7.81588e-07 7.21411e-07 0.04684
882 773 409 773 9.118e-07 5.72576e-07 -0.0293661
883 753 654 753 9.88377e-07 8.007e-07 0.0164742
884 933 119 933 7.90984e-07 6.41921e-07 0.0267505
885 989 611 989 6.59258e-07 5.84233e-07 -0.00801097
886 679 753 679 1.01686e-06 6.57787e-07 -0.0331041
887 825 641 825 6.87941e-07 6.0615e-07 -0.00544494
888 615 664 615 6.27744e-07 6.21135e-07 0.00125027
889 194 66 194 9.48303e-07 7.22228e-07 -0.0161932
890 73 276 73 7.24894e-07 6.24112e-07 0.132913
891 352 366 352 8.9451e-07 7.46802e-07 -0.0117876
892 124 625 124 8.56134e-07 6.2725e-07 0.000732048
893 839 404 839 7.01691e-07 6.82678e-07 0.0577631
894 496 319 496 6.24039e-07 6.14806e-07 0.00565124
895 104 470 104 8.90606e-07 6.24573e-07 -0.0113379
896 224 211 224 5.82104e-07 5.62311e-07 0.0208759
897 511 512 512 211836 211833 0.499986
898 512 512 512 424972 424972 -0.5
899 512 511 512 424972 424972 -0.5
900 512 511 512 424972 424972 -0.499999
901 512 511 512 424972 424972 -0.499998
902 512 512 512 424972 424972 -0.5
903 512 511 512 424972 424972 -0.499999
904 512 511 512 424972 424972 -0.499999
905 512 519 512 213415 213415 -0.499048
906 527 528 527 226316 220753 0.473578
907 527 528 527 208594 202860 0.469374
908 543 480 543 1683.89 1683.88 0.0408948
909 912 913 912 71226 57097.8 0.236282
910 912 913 912 270106 268912 0.495306
911 631 634 631 174642 174196 0.433881
912 288 289 288 334674 332578 0.493762
913 845 844 845 224695 223687 -0.493933
914 752 753 752 181495 181372 0.497511
915 509 508 509 188605 187433 -0.483694
916 308 309 308 316512 315169 0.495766
917 509 508 509 191287 187764 -0.454811
918 422 423 422 233116 232193 0.49497
919 736 737 736 176738 176295 0.487286
920 396 397 396 250309 246686 0.483595
921 75 76 75 363142 363116 0.499929
922 875 874 875 244683 241083 -0.482837
923 989 990 989 332669 332289 0.498857
924 251 252 251 363523 363207 0.499114
925 643 640 643 174279 173750 -0.438081
926 144 145 145 363172 363172 0.499998
927 673 676 673 171069 169450 0.457556
928 470 471 470 205983 204793 0.489998
929 926 927 926 281859 278103 0.486347
930 56 57 56 363966 363315 0.49818
931 984 985 984 328243 327161 0.49671
932 785 784 785 195614 191567 -0.457513
933 745 744 745 178949 178940 -0.499795
934 260 259 260 424977 424968 -0.499975
935 260 259 260 360251 359786 -0.498678
936 255 256 255 363657 362087 0.495617
937 511 512 511 187475 186433 0.484725
938 767 768 767 187196 186630 0.491517
939 448 447 448 217697 215897 -0.487994
940 352 351 352 281602 280168 -0.494736
941 272 271 272 348648 348643 -0.499984
942 205 913 205 7.184e-07 6.93016e-07 0.0296006
943 614 964 614 5.75936e-07 5.08048e-07 0
944 594 426 594 7.65016e-07 7.37305e-07 -0.0222889
945 392 789 392 7.81143e-07 5.97052e-07 -0.0287944
946 18 693 18 8.06798e-07 6.2021e-07 -0.0103781
947 739 213 739 6.43815e-07 6.2953e-07 0
948 291 922 291 8.16598e-07 6.81014e-07 0.040717
949 310 596 310 6.118e-07 5.90384e-07 -0.0293904
950 5 563 5 6.7624e-07 6.05836e-07 -0.0049374
951 257 319 257 7.77603e-07 6.45881e-07 0.0356868
952 826 242 826 7.91249e-07 6.59663e-07 -0.0305591
953 216 285 216 7.82723e-07 7.23825e-07 -0.0545908
954 153 307 153 7.24191e-07 7.08483e-07 -0.0104347
955 230 216 230 7.70097e-07 6.03958e-07 0.00996274
956 457 1000 457 6.78381e-07 6.15123e-07 -0.0420906
957 569 172 569 7.89853e-07 7.6712e-07 0.00243272
958 587 936 587 6.65726e-07 5.57419e-07 0.0801225
959 962 548 962 7.02352e-07 6.63038e-07 0.0102138
960 957 477 957 5.8733e-07 5.59511e-07 0
961 255 256 256 61775.6 61775.6 0.499997
962 256 255 256 424978 424967 -0.499971
963 256 255 256 424977 424967 -0.499971
964 256 255 256 424977 424967 -0.499973
965 256 255 256 424978 424967 -0.499972
966 256 255 256 424978 424967 -0.49997
967 256 255 256 424978 424967 -0.49997
968 256 255 256 424978 424967 -0.499972
969 256 255 256 362989 362976 -0.499963
970 263 264 263 356069 355163 0.497416
971 271 272 271 357533 342171 0.458387
972 287 224 287 1683.92 1683.89 0.0409085
973 287 224 287 1683.95 1683.87 0.040905
974 656 657 656 425095 424713 0.498991
975 377 376 377 424961 424157 -0.497877
976 33 32 33 426039 423775 -0.494055
977 589 588 589 423832 423240 -0.498429
978 497 496 497 424936 424905 -0.499917
979 253 252 253 425372 424086 -0.496614
980 53 52 53 425678 424191 -0.496085
981 252 253 252 425334 424279 0.497219
982 167 166 167 425250 424651 -0.498418
983 480 481 480 424516 424316 0.49947
984 141 140 141 425727 423678 -0.494616
985 844 843 844 424830 422991 -0.495165
986 618 619 618 424960 424419 0.498573
987 734 733 734 425188 424631 -0.498528
988 1020 1019 1020 425969 423964 -0.494731
989 386 385 386 423785 422868 -0.497572
990 913 912 913 425740 423294 -0.493583
991 419 418 419 424164 423422 -0.498035
992 215 214 215 425432 424210 -0.496779
993 671 670 671 424616 423421 -0.496846
994 825 824 825 425372 424409 -0.49746
995 728 729 728 425165 424691 0.498748
996 528 529 528 424771 424699 0.499809
997 489 488 489 424978 424947 -0.499919
998 4 3 4 426260 423661 -0.493183
999 3 4 3 424972 424972 0.499999
1000 0 1023 0 424988 424956 -0.499915
1001 256 255 256 424058 422750 -0.496549
1002 512 511 512 424593 424589 -0.49999
1003 192 191 192 425557 423746 -0.495241
1004 96 95 96 425324 424588 -0.498055
1005 16 15 16 425288 424653 -0.498325
1006 750 691 750 1.00155 1.00143 -0.168801
1007 1015 273 1015 5.98551e-07 5.83217e-07 0
1008 944 855 944 8.63005e-07 5.89509e-07 0.0202071
1009 520 962 520 6.98946e-07 6.07666e-07 0
1010 244 784 244 7.97498e-07 7.48791e-07 0.117579
1011 540 418 540 7.38048e-07 6.8263e-07 -0.00160747
1012 90 232 90 6.97023e-07 5.51839e-07 0.00614788
1013 478 68 478 7.00866e-07 6.21335e-07 0.0606244
1014 961 191 961 7.41501e-07 6.99838e-07 -0.00532231
1015 34 871 34 7.11002e-07 6.44612e-07 -0.0074386
1016 813 73 813 6.09696e-07 5.92626e-07 0.0264823
1017 76 104 76 6.95659e-07 6.88635e-07 -0.177449
1018 740 237 740 6.25549e-07 5.48859e-07 0.00569591
1019 267 939 267 6.76171e-07 6.73845e-07 0.0113446
1020 806 698 806 5.52499e-07 5.44744e-07 -0.00973164
1021 772 225 772 7.48287e-07 6.59717e-07 -0.016031
1022 725 912 725 8.21222e-07 7.12781e-07 -0.0553022
1023 57 1013 57 6.54277e-07 6.24793e-07 0.0727249
1024 954 921 954 9.34318e-07 7.24789e-07 -0.178938
1025 612 478 612 9.83853e-07 6.48075e-07 -0.0925607
1026 1023 0 0 424971 424971 0.499999
1027 0 1023 0 424972 424972 -0.5
1028 1023 0 0 424972 424972 0.499998
1029 1023 0 0 424972 424972 0.499999
1030 0 1023 0 424972 424972 -0.499999
1031 0 1023 0 424972 424972 -0.499998
1032 0 1023 0 424972 424972 -0.5
1033 0 1023 0 424972 424972 -0.5
1034 8 7 8 424949 424884 -0.499828
1035 15 16 15 425003 424941 0.499838
1036 992 31 992 1687.77 1679.96 -0.0409408
1037 992 31 992 1683.91 1683.85 -0.0408937
1038 402 399 402 176095 173219 -0.41531
1039 121 120 121 262777 261628 -0.495252
1040 801 800 801 363014 361084 -0.494614
1041 331 334 331 166066 165466 0.491281
1042 240 241 240 193451 192013 0.483443
1043 1021 1020 1021 362690 361187 -0.495795
1044 821 820 821 365216 359312 -0.483789
1045 1020 1021 1020 365558 360539 0.486186
1046 935 934 935 360344 359926 -0.498822
1047 224 225 224 200556 200256 0.497125
1048 909 908 909 363000 361087 -0.494659
1049 588 587 588 221941 221932 -0.499941
1050 361 364 361 173394 173310 0.437215
1051 478 477 478 174488 172763 -0.446916
1052 764 763 764 358872 357694 -0.496676
1053 129 130 129 255811 255749 0.499729
1054 657 656 657 269711 268606 -0.495647
1055 162 163 162 233912 233528 0.497936
1056 983 982 983 362549 361256 -0.496379
1057 413 416 413 173145 171685 0.43523
1058 569 568 569 212622 210160 -0.482224
1059 472 473 472 174964 172953 0.436901
1060 272 273 272 180621 180446 0.496379
1061 232 233 232 198197 194226 0.461188
1062 772 771 772 363151 361858 -0.496384
1063 771 772 772 424978 424967 0.499971
1064 768 767 768 368635 366358 -0.493447
1065 0 1023 0 363386 361819 -0.495624
1066 256 255 256 186826 185027 -0.473994
1067 960 959 960 362940 361100 -0.494858
1068 863 864 863 363278 362153 0.49685
1069 784 783 784 372081 353598 -0.451704
1070 784 783 784 48780.3 48779.8 -0.499963
1071 339 740 339 7.97034e-07 6.34092e-07 0.217282
1072 592 215 592 6.13934e-07 5.62039e-07 -0.0390394
1073 18 680 18 7.60516e-07 6.45327e-07 -0.0405393
1074 357 85 357 7.54489e-07 6.83853e-07 -0.0224136
